campaign,rowname,name,biosample,site_id,database,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,Altitude,Temp,Salinity,pH,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,Na_aq,K_aq,Mg_aq,Ca_aq,Si_aq,Li_aq,Be_aq,B_aq,Al_aq,P_aq,Ti_aq,V_aq,Cr_aq,Mn_aq,Fe_aq,Co_aq,Ni_aq,Cu_aq,Zn_aq,Ga_aq,As_aq,Se_aq,Rb_aq,Sr_aq,Zr_aq,Nb_aq,Mo_aq,Pd_aq,Ag_aq,Cd_aq,Sn_aq,Sb_aq,Cs_aq,Ba_aq,La_aq,Ce_aq,Pr_aq,Nd_aq,W_aq,Tl_aq,Pb_aq,Yh_aq,U_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,DPM,SfA,CT,SedThic_Oc,SedThic_On,DistCoast,ConShelf,Time_rift,DSub,DMOR,DOT,DHS,DV,DMUSGS,DEQ,HF,PV,elv,SR,slab_name,DCS,SDepth,SDip,ConvR,ConvObl,ConvAge,Water_type,iron_proteins
CR18,CR18ERS,CR18ERS,CR18ERS,ER,private,,9.938223,-83.161331,ER,22304820,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Rio Blanco Er Resbala,Rio Blanco Er Resbala,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Backarc,NA,aerial,aerial,3190790,unclassified volcanic rocks,igneous,igneous_uncl,187365,Lima Province,9.70888889,-83.234722,8.70168232,"Actinolite,Alunite,Analcime,Baryte,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Galena,Gold,Gypsum,Hematite,Kaolinite,Magnetite,Malachite,Mesolite,Molybdenite,Muscovite,Natrolite,Offretite,Prehnite,Pyrite,Sphalerite,Thomsonite-Ca",89,NA,NA,NA,NA,1.39,NA,NA,NA,0.258579,0.081044,215.4285,6.5,0.1093074332,12.52296468,0.4256367548,NA,0.01,NA,NA,0.15,NA,7929,0.07,377,1461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,QS-011107-1,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",QS-011107-1,9.9849,-83.2187,96.7250373,44.91,1.73,15.01,,,9.30,0.17,10.58,10.28,2.51,1.60,,0.64,NA,NA,NA,NA,224.03,NA,623.96,NA,81.74,353.66,4.98,2.39,2.41,NA,7.36,,0.87,45.74,NA,0.34,32.80,39.71,2.67,9.61,31.00,NA,7.92,,965.00,2.03,0.95,4.87,NA,NA,1.55,NA,27.24,2.28,203.00,,,,,,,,,,,,,793.21,,32.21,,2324.04,31.20,,,195.52,687.02,242.90,1471.82,67.10,1248.63,30.03,96.79,1.68,192.43,,cam,5.44,-149.12,56.16,8.67,7.96,106.61,,
CR18,CR18GES,CR18GES,CR18GES,GE,private,,9.19483333,-83.280806,GE,40518994,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Gevi,Gevi,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3193086,intrusive igneous rocks,igneous,igneous_uncl,187365,Lima Province,9.70888889,-83.234722,8.4434671,"Actinolite,Alunite,Analcime,Baryte,Bornite,Calcite,Chalcocite,Chalcopyrite,Chrysocolla,Epidote,Galena,Gold,Gypsum,Hematite,Kaolinite,Magnetite,Malachite,Mesolite,Molybdenite,Muscovite,Natrolite,Offretite,Prehnite,Pyrite,Sphalerite,Thomsonite-Ca",456,35.8,0.45,7.8,NA,0.48,NA,1.22,1.19,0,0,26.48606,NA,0.009299027222,1.076166568,1.158477341,NA,0.00,NA,NA,21448,NA,77.71,1614,6944,2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,TC-3,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",TC-3,9.0907,-83.2715,96.7221076,49.73,0.90,17.84,,,8.96,0.19,4.52,9.55,2.83,1.80,,0.40,NA,NA,NA,NA,275.37,NA,802.24,NA,50.10,19.90,3.41,1.71,1.57,NA,4.64,,0.63,23.69,NA,0.24,5.15,26.42,3.64,6.56,38.00,NA,5.33,,1177.00,0.22,0.62,3.13,NA,NA,1.20,NA,18.12,1.60,100.00,,,,,,,,,,,,,866.91,,29.83,,850.66,41.23,,,125.17,605.87,166.31,1402.82,92.05,1191.64,18.25,112.00,1.90,544.16,,cam,2.19,-67.98,40.58,8.72,7.92,107.43,,
CR18,CR18HAF,CR18HAF,CR18HAF,HA,private,,9.36022,-83.91664,HA,24802307,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Hattillo,Hattillo,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Forearc,NA,aerial,aerial,3188281,felsic,igneous,granite,17972,"Tranquerillas (""Tranquilleras"")",9.8,-84.100278,21.0477619,"Calcite,Epidote,Laumontite,Thomsonite-Ca",118,33,4.97,8.9,NA,NA,NA,0.12,NA,0.30934,0.074795,31.21302,1.67,0.05281145649,27.37840709,9.876153793,NA,0.02,NA,NA,251,NA,20425,237,1338,7119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,P08317,whole_rock,"IGNEOUS, VOLCANIC, UNKNOWN, NOT-GIVEN",P08317,10.2,-84217,96.24,49.10,1.05,15.52,,,9.47,0.15,7.11,9.44,2.46,1.52,,0.42,490.00,NA,NA,27.00,450.28,68.00,310.55,NA,14.28,99.00,3.40,2.01,1.03,NA,3.26,,0.67,7.47,NA,0.31,1.55,11.15,0.79,2.38,17.00,NA,3.15,,417.00,0.10,0.54,0.74,NA,NA,0.37,NA,20.89,2.02,45.00,,,,,,,,,,,,,830.78,,30.91,,166.84,39.65,,,97.16,632.63,215.08,1368.92,68.81,1246.36,9.28,112.88,2.00,339.15,,cam,4.48,-45.60,34.47,8.61,8.01,105.79,,
CR18,CR18LBF,CR18LBF,CR18LBF,LB,private,,8.80736,-79.79061,LB,26939649,Illumina,fluid,NA,Central_America,Panama,Panama,Los Bajos,Los Bajos,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,951702,felsic,igneous,granite,300981,Panama District,9.07694444,-79.675278,13.8927934,"Analcime,Clinochlore",26,34.8,25.35,NA,NA,1.17,NA,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135055,2686,4501,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CG-05-24-06-3B,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,DACITE",CG-05-24-06-3B,8.6244,-80.1193,99.3485611,68.06,0.25,17.50,,,2.08,0.06,1.07,4.13,4.62,1.52,,0.06,16.00,NA,NA,21.00,NA,37.00,486.05,NA,16.85,NA,0.86,0.22,0.56,NA,NA,,0.14,8.15,NA,0.03,1.88,6.89,4.91,1.76,13.00,NA,1.43,,787.00,0.07,0.19,2.45,NA,NA,1.17,NA,4.47,0.39,84.70,,,,,,,,,,,,,1080.10,,24.00,,463.10,17.70,,,205.80,640.60,349.20,1667.70,48.70,940.80,124.10,79.00,1.90,27.90,,sam,234.30,-8.50,7.40,2.60,-0.40,109.30,,
CR18,CR18LBS,CR18LBS,CR18LBS,LB,private,,8.80736,-79.79061,LB,20792076,Illumina,sediment,NA,Central_America,Panama,Panama,Los Bajos,Los Bajos,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,951702,felsic,igneous,granite,300981,Panama District,9.07694444,-79.675278,13.8927934,"Analcime,Clinochlore",26,34.8,25.35,NA,NA,1.17,NA,17.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135055,2686,4501,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,CG-05-24-06-3B,whole_rock,"IGNEOUS,VOLCANIC,FELSIC,DACITE",CG-05-24-06-3B,8.6244,-80.1193,99.3485611,68.06,0.25,17.50,,,2.08,0.06,1.07,4.13,4.62,1.52,,0.06,16.00,NA,NA,21.00,NA,37.00,486.05,NA,16.85,NA,0.86,0.22,0.56,NA,NA,,0.14,8.15,NA,0.03,1.88,6.89,4.91,1.76,13.00,NA,1.43,,787.00,0.07,0.19,2.45,NA,NA,1.17,NA,4.47,0.39,84.70,,,,,,,,,,,,,1080.10,,24.00,,463.10,17.70,,,205.80,640.60,349.20,1667.70,48.70,940.80,124.10,79.00,1.90,27.90,,sam,234.30,-8.50,7.40,2.60,-0.40,109.30,,
CR18,CR18LEF,CR18LEF,CR18LEF,LE,private,,10.427103,-84.368543,LE,47451057,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Las Estrella,Las Estrella,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,3188297,intermediate-felsic,igneous,andesite,21899,Costa Rica,10.0463889,-84.343889,4.98473467,"Opal,Actinolite,Osmium,Alunite,Pararealgar,Analcime,Pentlandite,Anorthite,Polydymite,Arsenic,Prehnite,Arsenolite,Pyrite,Augite,Pyrolusite,Awaruite,Pyrrhotite,Baryte,Quartz,Bornite,Realgar,Braunite,Rhodonite,Brucite,Samaniite,Calcite,Schreibersite,Chabazite-Ca,Scolecite,Chalcocite,Smythite,Chalcopyrite,Sphalerite,Chromite,Stibnite,Chrysocolla,Sugakiite,Copper,Sulphur,Covellite,Taenite,Cowlesite,Talc,Cristobalite,Thomsonite-Ca,Cubanite,Todorokite,Cuprite,Troilite,Dolomite,Tschernichite,Epidote,Vermiculite,Epistilbite,Violarite,Erlichmanite,Fluorapophyllite-(K),Galena,Garronite-Ca,Goethite,Gold,Gonnardite,Gypsum,Gyrolite,Heazlewoodite,Hematite,Hollandite,Iron,Isocubanite,Kaolinite,Laumontite,Laurite,Mackinawite,Magnetite,Malachite,Marcasite,Mesolite,Molybdenite,Mordenite,Muscovite,Natrolite,Offretite,Okenite",153,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,17.55732942,0.3789645361,NA,0.02344480043,NA,NA,273,NA,11374,0.62,2395,14064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.60,1.00,18.25,,,8.91,0.34,4.31,9.78,2.61,0.81,,0.22,117.00,NA,NA,38.00,297.66,70.00,333.10,NA,15.96,114.00,4.16,2.70,1.14,NA,3.91,,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13.00,NA,3.49,,439.00,0.16,0.61,0.72,NA,NA,0.20,NA,28.33,2.89,63.02,,,,,,,,,,,,,704.80,,39.90,,145.40,65.20,,,180.70,758.10,341.10,1429.50,14.10,1371.40,24.60,89.10,1.60,173.70,,cam,5.70,-131.10,60.70,8.50,8.10,104.10,,
CR18,CR18LES,CR18LES,CR18LES,LE,private,,10.427103,-84.368543,LE,21206811,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Las Estrella,Las Estrella,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,3188297,intermediate-felsic,igneous,andesite,21899,Costa Rica,10.0463889,-84.343889,4.98473467,"Opal,Actinolite,Osmium,Alunite,Pararealgar,Analcime,Pentlandite,Anorthite,Polydymite,Arsenic,Prehnite,Arsenolite,Pyrite,Augite,Pyrolusite,Awaruite,Pyrrhotite,Baryte,Quartz,Bornite,Realgar,Braunite,Rhodonite,Brucite,Samaniite,Calcite,Schreibersite,Chabazite-Ca,Scolecite,Chalcocite,Smythite,Chalcopyrite,Sphalerite,Chromite,Stibnite,Chrysocolla,Sugakiite,Copper,Sulphur,Covellite,Taenite,Cowlesite,Talc,Cristobalite,Thomsonite-Ca,Cubanite,Todorokite,Cuprite,Troilite,Dolomite,Tschernichite,Epidote,Vermiculite,Epistilbite,Violarite,Erlichmanite,Fluorapophyllite-(K),Galena,Garronite-Ca,Goethite,Gold,Gonnardite,Gypsum,Gyrolite,Heazlewoodite,Hematite,Hollandite,Iron,Isocubanite,Kaolinite,Laumontite,Laurite,Mackinawite,Magnetite,Malachite,Marcasite,Mesolite,Molybdenite,Mordenite,Muscovite,Natrolite,Offretite,Okenite",153,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,17.55732942,0.3789645361,NA,0.02,NA,NA,273,NA,11374,0.62,2395,14064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,AR-020206-3,whole_rock,"IGNEOUS,VOLCANIC,MAFIC,BASALT",AR.020206-3,10.4688,-84.0297,95.828119,49.60,1.00,18.25,,,8.91,0.34,4.31,9.78,2.61,0.81,,0.22,117.00,NA,NA,38.00,297.66,70.00,333.10,NA,15.96,114.00,4.16,2.70,1.14,NA,3.91,,0.86,7.42,NA,0.47,2.75,12.45,1.89,2.58,13.00,NA,3.49,,439.00,0.16,0.61,0.72,NA,NA,0.20,NA,28.33,2.89,63.02,,,,,,,,,,,,,704.80,,39.90,,145.40,65.20,,,180.70,758.10,341.10,1429.50,14.10,1371.40,24.60,89.10,1.60,173.70,,cam,5.70,-131.10,60.70,8.50,8.10,104.10,,
CR18,CR18LHF,CR18LHF,CR18LHF,LH,private,,8.87095,-82.6899,LH,37183410,Illumina,fluid,NA,Central_America,Panama,Panama,NA,Los Pozos Thermales (hot),spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,948780,felsic,igneous,granite,155979,"""Cerro Chorcha Prospect, Guariviara, Veraguas Province, Panama""",8.63305556,-82.199722,60.0121585,"""Bornite,Chalcopyrite,Copper,Epidote,Magnetite,Malachite,Muscovite,Pyrite,Quartz""",1676,55.4,8.43,6.7,NA,0.42,NA,33.54,NA,9.62E-05,0.000907,0.574984,7.63,NA,37.97421939,2.533520716,NA,0.03,NA,NA,NA,NA,31023,1255,649,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65A KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A KH,8.47,-82.71,99.49,55.96,0.94,15.86,,,6.99,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,0.54,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,921.88,,26.83,,1360.54,51.63,,,127.69,566.50,121.79,1424.04,17.71,1125.08,31.96,109.28,2.04,1905.89,,cam,23.29,-70.15,44.25,8.77,7.87,108.25,,
CR18,CR18LHS,CR18LHS,CR18LHS,LH,private,,8.87095,-82.6899,LH,43850502,Illumina,sediment,NA,Central_America,Panama,Panama,NA,Los Pozos Thermales (hot),spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,948780,felsic,igneous,granite,155979,"""Cerro Chorcha Prospect, Guariviara, Veraguas Province, Panama""",8.63305556,-82.199722,60.0121585,"""Bornite,Chalcopyrite,Copper,Epidote,Magnetite,Malachite,Muscovite,Pyrite,Quartz""",1676,55.4,8.43,6.7,NA,0.42,NA,33.54,NA,9.62E-05,0.000907,0.574984,7.63,NA,37.97421939,2.533520716,NA,0.03,NA,NA,NA,NA,31023,1255,649,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65A KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A KH,8.47,-82.71,99.49,55.96,0.94,15.86,,,6.99,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,0.54,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,921.88,,26.83,,1360.54,51.63,,,127.69,566.50,121.79,1424.04,17.71,1125.08,31.96,109.28,2.04,1905.89,,cam,23.29,-70.15,44.25,8.77,7.87,108.25,,
CR18,CR18LPF,CR18LPF,CR18LPF,LP,private,,8.86966,-82.69282,LP,29709257,Illumina,fluid,NA,Central_America,Panama,Panama,NA,Los Pozos Thermales (warm),spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Arc,NA,aerial,aerial,948780,felsic,igneous,granite,155979,"""Cerro Chorcha Prospect, Guariviara, Veraguas Province, Panama""",8.63305556,-82.199722,60.0121585,"""Bornite,Chalcopyrite,Copper,Epidote,Magnetite,Malachite,Muscovite,Pyrite,Quartz""",1651,39.1,5.88,6.5,NA,3.49,NA,31.33,NA,0.000207,0.0002,1.888973,7,0.005614507002,30.44622458,1.739156083,NA,0.02,NA,NA,178,NA,30.18,1493,944,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65A KH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A KH,8.47,-82.71,99.49,55.96,0.94,15.86,,,6.99,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,0.54,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,921.90,,26.83,,1356.15,51.81,,,127.40,566.36,121.62,1423.70,17.95,1125.18,31.69,109.34,2.04,1844.39,,cam,22.96,-70.15,44.25,8.77,7.87,108.25,,
CR18,CR18LWF,CR18LWF,CR18LWF,LW,private,,8.44119,-82.90487,LW,29077737,Illumina,fluid,NA,Central_America,Costa_Rica,Costa_Rica,Laurel,Laurel,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,NA,aerial,aerial,3186036,sedimentary rocks,sedimentary,sedimentary,206331,Sukut Cu-Au Deposit,9.36916667,-82.976389,14.9683772,"Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite",32,31.5,0.55,7.1,NA,0.53,NA,7.11,NA,157.5839,0.041218,3.67501,1.2,NA,0.1494936959,0.008050523978,NA,NA,NA,NA,173,NA,1973,261,755,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,,,6.29,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,958.90,,24.90,,93.40,24.00,,,74.90,519.90,74.90,1374.40,56.80,1099.40,4.20,119.70,2.50,20.20,,cam,4.20,-36.70,38.40,8.80,7.90,108.30,,
CR18,CR18LWS,CR18LWS,CR18LWS,LW,private,,8.44119,-82.90487,LW,23932532,Illumina,sediment,NA,Central_America,Costa_Rica,Costa_Rica,Laurel,Laurel,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,Outer Forearc,NA,aerial,aerial,3186036,sedimentary rocks,sedimentary,sedimentary,206331,Sukut Cu-Au Deposit,9.36916667,-82.976389,14.9683772,"Alunite,Baryte,Bornite,Chalcocite,Chalcopyrite,Epidote,Galena,Gold,Kaolinite,Muscovite,Pyrite,Sphalerite",32,31.5,0.55,7.1,NA,0.53,NA,7.11,NA,157.5839,0.041218,3.67501,1.2,NA,0.1494936959,0.008050523978,NA,NA,NA,NA,173,NA,1973,261,755,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EarthChem,M65AKH,whole_rock,"IGNEOUS,VOLCANIC,INTERMEDIATE,ADAKITE",M65A_KH,8.47,-82.71,98.3796719,55.96,0.94,15.86,,,6.29,0.10,5.36,7.66,2.93,2.81,,0.47,NA,NA,NA,NA,NA,NA,1438.84,NA,127.81,90.79,3.12,1.40,2.07,NA,6.08,,NA,66.56,NA,0.17,10.66,52.55,NA,14.69,49.00,NA,7.72,,2006.00,0.70,0.67,NA,NA,NA,NA,NA,11.75,1.15,182.00,,,,,,,,,,,,,958.90,,24.90,,93.40,24.00,,,74.90,519.90,74.90,1374.40,56.80,1099.40,4.20,119.70,2.50,20.20,,cam,4.20,-36.70,38.40,8.80,7.90,108.30,,
